ID	DataSet	Text	Off	Slur	Nom	Dist	Cat
D-5	D	You’re black? You don’t sound like you’re black	Y	N	N	N	offOther
D-535c	D	RT @BozTheKid: Not sexist, but some of these women act just plain stupid. 100s of years fighting for equality, and you're gonna play dumb? â€¦	Y	N	N	N	offOther
D-673	D	#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding	Y	N	N	N	offOther
D-694	D	#California is full of white trash who moved from #Oklahoma	Y	N	N	N	offOther
D-788	D	#Skating is for trash.	Y	N	N	N	offOther
D-820	D	#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!	Y	N	N	N	offOther
M-1001	M	The illegal alien still has rights and he can fuck up the employer pretty bad if he reports them to the EDD.	Y	N	N	N	offOther
D-1913	D	SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.	Y	N	N	N	offOther
D-2051	D	&lt;-- nudes are trash	Y	N	N	N	offOther
D-2374	D	@2ANow She looks like a plastic monkey doll!	Y	N	N	N	offOther
D-2556	D	@CamilleHughes16 @_Watch_Observe_ I don't really care what some Muslims practice. I care that Islam encourages murder, hatred, sexism.	Y	N	N	N	offOther
D-3118	D	@DizzyBala God awful, and that dude is Dorian / eggplant black.	Y	N	N	N	offOther
D-3416	D	@HAUNTINGILINSKY @sorryimalex Bc @taylorcaniff is trash why would he lie about that? I told you he's real	Y	N	N	N	offOther
D-3859	D	@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson	Y	N	N	N	offOther
D-4030	D	@LiamGeraldShone @AranNicolWHUFC @DSaend ur a fucking half breed dog. Stop acting	Y	N	N	N	offOther
D-4157	D	@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!! 4158 3 1 2 0 1	Y	N	N	N	offOther
D-4184	D	@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.	Y	N	N	N	offOther
D-4373	D	@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.	Y	N	N	N	offOther
D-4460	D	@OfficialSkaiS kill yourself ugly ass monkey looking shit	Y	N	N	N	offOther
D-4986b	D	People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.	Y	N	N	N	offOther
D-5151	D	@TimoteoSHonesto @vcortesusmc little punk, we should send his ass to Iraq for a few weeks! 	Y	N	N	N	offOther
D-6269	D	@heyyayled do i have to repeat myself u white trash	Y	N	N	N	offOther
D-7304	D	@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.	Y	N	N	N	offOther
D-8011	D	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	Y	N	N	N	offOther
D-8635	D	@CamilleHughes16 @_Watch_Observe_ I don't really care what some Muslims practice. I care that Islam encourages murder, hatred, sexism.	Y	N	N	N	offOther
D-9089	D	Draft Drinking Game: chug a beer everytime you see a black woman crying. @stoolpresidente	Y	N	N	N	offOther
D-10512	D	@EvanDMyers @nineinchessoft you have a redneck attitude. The same people that think Benghazzi is real think Fox fake nws is real. Your one	Y	N	N	N	offOther
D-10755	D	I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.	Y	N	N	N	offOther
D-11121	D	I really just want to kill some towel head terrorists already &#128530; can high school be over now please?	Y	N	N	N	offOther
D-11868	D	If someone is part of 'James X' then he's a white trash cultist.	Y	N	N	N	offOther
D-11949	D	If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?	Y	N	N	N	offOther
D-12283b	D	TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil	Y	N	N	N	offOther
D-12358	D	Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt	Y	N	N	N	offOther
D-13951	D	On UPenn campus all the black chicks here are trash but they're gonna be paid	Y	N	N	N	offOther
D-14137	D	People who go to church in Hollywood, CA are all white trash filth	Y	N	N	N	offOther
D-14138	D	People who grow their own vegetables are nothing but common peasant trash	Y	N	N	N	offOther
D-14139	D	People who live in #theNetherlands are unwashed trash.	Y	N	N	N	offOther
D-14142	D	People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.	Y	N	N	N	offOther
D-16292	D	Tamela_X But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.	Y	N	N	N	offOther
D-17956	D	RT @_dantomlinson: I'm not sexist but girls please don't pipe up when the football is on, we all know you have no idea just sit there in siâ€¦	Y	N	N	N	offOther
D-21460	D	I hate the white trash who raped and killed our daughters	Y	N	N	N	offOther
WH-43656765	WH	These girls are fucktards!! #MKR	Y	N	N	N	offOther
WH-182336607	WH	@Weeezza Gosh I dislike those two girls. They just aren't hot either. #MKR	Y	N	N	N	offOther
WH-482023151	WH	#MKR if those girls use the word Sass one more time.. it does not mean what they think it means. #dictionary #dumbblonde #ergh	Y	N	N	N	offOther
WH-2953604840	WH	RT @danhickey2199: #MKR #killerblondes the only way these girls are staying is if they blow every bloke in the room. So they're still in wiâ€¦	Y	N	N	N	offOther
WH-13857342h	WH	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts why are these people such idiots, i mean, seriously. it's not difficult code to read.	Y	N	N	N	offOther
WH-13857342p	WH	Want more women in FOSS? Dropkick these people into the sun.	Y	N	N	N	offOther
WH-2941145694c	WH	@DianH4 @ExposeFalsehood I think you are pretty stupid.Girls are not even adults when they are 15. At 9 they are children playing with dolls	Y	N	N	N	offOther
WH-2941145694e	WH	@fulaan_hazm So they have to imprison the people of Mosul and not allow them to leave. Islam is a religion of slaves and slavery.	Y	N	N	N	offOther
WH-2941145694j	WH	@MaxBlumenthal In the meantime the terrorists who want to destroy Israel have murdered hundreds of thousands and scum like you excuse them.	Y	N	N	N	offOther
WH-2941145694u	WH	I hate when those little white kids try and act black .	Y	N	N	N	offOther
D-3-AP	D	@Asadumarfans You are a Muslim. You are brain dead. You repeat what others have said a million times.	Y	N	N	N	offOther
D-4-AP	D	@buellerishere Who cares. ISIS does what Mohammed did. Tens of thousands also do and have joined him. Muslims crazy. http://t.co/JXkY2pdJ93	Y	N	N	N	offOther
WH-576251000000000000h	WH	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts why are these people such idiots, i mean, seriously. it's not difficult code to read.	Y	N	N	N	offOther
WH-930620467a	WH	@anjemchoudary Idiots like you making such declarations have no contact with reality. Islam is inhuman and must be outlawed.	Y	N	N	N	offOther
WH-930620467b	WH	@Marlon_N_Gaines I am brown, while you are black and ignorant, your stupidity makes me sick	Y	N	N	N	offOther
WH-930620467e	WH	RT @BlackGirlDanger: Re LRT: If you're a cishetdude ask yourself this question today: "what if I just shut the fuck up?"	Y	N	N	N	offOther
WH-930620467f	WH	RT @BozTheKid: Not sexist, but some of these women act just plain stupid. 100s of years fighting for equality, and you're gonna play dumb? â€¦	Y	N	N	N	offOther
WH-930620467g	WH	RT @David_Ihlan: Hearing these girls in my class talk about cars is some of the lowest IQ discussion I've ever heard. #NotSexist #JustAnObsâ€¦	Y	N	N	N	offOther
WH-930620467i	WH	RT @gymalwaysliftin: I'm not sexist but don't go around saying WEMON are top shit and yous run the world. When it's MEN that literally run â€¦	Y	N	N	N	offOther
D-1376a	D	&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;	Y	N	N	N	offOther
D-3266	D	@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN	Y	N	N	N	offOther
D-221	D	"@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM" ....dudes a fag	Y	Y	N	N	offSlur
D-354	D	"@jayswaggkillah: Jackies a retard #blondeproblems" At least I can make a grilled cheese!	Y	Y	N	N	offSlur
M-463	M	But some females (hoes) act like this already RT @girlposts: If girls acted like guys	Y	Y	Y	N	offSlur
D-522	D	"It's the dykes" -hunter dyke with a dyke http://t.co/LGtw3AWMeh	Y	Y	Y	N	offSlur
D-598	D	"Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an	Y	Y	N	N	offSlur
M-615	M	Wouldn't a Captian Save a Hoe involve a hoe? That girl wasn't promiscuous, she was just a overgrown childish, narcissistic junkie. Or maybe that term can apply just about any female a man saves in the same way people say bitches these days they are referring to women in general.	Y	Y	Y	N	offSlur
D-657	D	"poor whitey" http://t.co/3UkKeyznz8	Y	Y	Y	N	offSlur
D-725	D	#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!	Y	Y	N	N	offSlur
D-740	D	#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny	Y	Y	N	N	offSlur
D-811	D	#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like "diversity and tolerance". As long as you ain't a cracker #tcot	Y	Y	N	N	offSlur
D-864	D	#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG	Y	Y	N	N	offSlur
D-1142	D	&#8220;@AyoO_Fettii: My Anaconda Don't   My Anaconda Don't  My Anaconda Don't  Want None Unless You Got GOALS Hun &#58143;&#58113;&#128213;&#128218;&#128176;&#127969;&#128107;&#128141;&#8221; Smh . White Ass niggah .	Y	Y	N	N	offSlur
D-1263	D	&#8220;@DukeAlexMoore: Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd http://t.co/SGGOkjTScH&#8221; HAHAHA!!	Y	Y	Y	N	offSlur
D-1308	D	&#8220;@GlitteredInPink: @West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick.	Y	Y	N	N	offSlur
D-1450	D	&#8220;@MoffettMM: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.	Y	Y	N	N	offSlur
D-1497	D	&#8220;@PostBadBitches: http://t.co/adhJnGzVPg&#8221;these the white girls u should holla at but Nooooo brothas go for the ugliest bad built hoes ever	Y	Y	N	N	offSlur
D-1498	D	&#8220;@PostBadBitches: http://t.co/rPo0QUumBm&#8221; how young is this hoe with a m&amp;m pillow	Y	Y	N	N	offSlur
D-1729	D	&#8220;@alicia_688: You aint special niglet RT @Vice504fly: When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin	Y	Y	N	N	offSlur
D-1765	D	&#8220;@comedianjayski: My favorite time of da day HAPPY HOUR!!! #Drinkbreak&#8221;when the bad bitches come out and the ok hoes at home doing make-up	Y	Y	N	N	offSlur
D-1986	D	&#8220;@wassssupsarah: Car hopping is a different world these ghetto guys tried asking for my number LOL&#8221; did they have to be ghetto Tho ?	Y	Y	N	N	offSlur
D-2046	D	&amp;when they say him they mean dyke Ron #wcw http://t.co/VV4DUMMe4A	Y	Y	N	N	offSlur
D-2131	D	No FEELINS for a hoe that ain't ma main thang , ma niggahs on the same thang &#1043359; all ma niggahs gangbang ,... http://t.co/pc0fcynoFU	Y	Y	N	N	offSlur
D-2276	D	2 hoes 1 dyke	Y	Y	N	N	offSlur
D-2516	D	@AntonioFrench The "You&#8217;re going 2have 2 KILL crackers &amp; their babies&#8221; New Black Panthers #CredibilityShot #FergusonRiot #Justice4MikeBrown	Y	Y	N	N	offSlur
D-2601	D	RT @BarbaraF321 @ThirtyBirdy wow and there are white people and there are crackers. Guess which one u are.	Y	Y	N	N	offSlur
D-2687	D	@Blackman38Tide lmfao go to bed whitey &#128129;	Y	Y	N	N	offSlur
D-2731	D	@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic	Y	Y	N	N	offSlur
D-2763	D	@Buckm00se @Cuauhtli02 we gunna laff at Chava/Rubio beaner supporters in a min	Y	Y	Y	N	offSlur
D-2983	D	@CsSalazar15 wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;	Y	Y	N	N	offSlur
D-3125	D	@DolanGang beans u beaner?	Y	Y	N	N	offSlur
D-3151	D	@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.	Y	Y	N	N	offSlur
D-3214	D	@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here	Y	Y	N	N	offSlur
D-3270	D	@FrancoisKilljoy Marshall Law! Whatever you coon	Y	Y	N	N	offSlur
D-3357	D	@GlitteredInPink hoe don't tweet me	Y	Y	N	N	offSlur
D-3906	D	@KenSuttling The spear chuckers are flooding into Upton Park.	Y	Y	N	N	offSlur
D-4025	D	@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.	Y	Y	Y	N	offSlur
D-5696	D	@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags.  That alone is worth it	Y	Y	N	N	offSlur
D-5708	D	@asshole_king pats owner is a kike.	Y	Y	N	N	offSlur
D-5721	D	LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um.	Y	Y	N	N	offSlur
D-7026	D	@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed	Y	Y	Y	N	offSlur
D-7035	D	"@ploppy74 And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains"	Y	Y	N	N	offSlur
D-7044	D	@pombuenaa I'm surprised you could read it with slits for eyes	Y	Y	N	Y	offSlur
D-7340	D	"@terrorwatchusa .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". # liberals #democrats"	Y	Y	N	N	offSlur
D-7492b	D	y dont u end us monkeys then? U hate us because were better than crackers & I love it. Deep down u know weve done nothin 2 u	Y	Y	N	N	offSlur
D-7603	D	RT @zfunk007 I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes	Y	Y	N	N	offSlur
D-8592	D	Can't take u coons nowhere &amp; I mean nowhere	Y	Y	Y	N	offSlur
D-8632	D	Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again	Y	Y	N	N	offSlur
D-9239	D	Every spic cop in #LosAngeles is loyal to the #LatinKings	Y	Y	N	N	offSlur
D-10981	D	I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP	Y	Y	N	N	offSlur
D-11714	D	"I, for one, welcome our new Eastern Panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.	Y	Y	N	N	offSlur
D-11824	D	If a spic ever talks to a white person and the white person kills them, it's self defense.	Y	Y	N	Y	offSlur
D-12870	D	Lmfao watching Brokeback Mountain with Taylor cuz we've both never seen it aha #queers @mckinley719	Y	Y	Y	N	offSlur
D-15539	D	Y	Y	Y	N	N	offSlur
D-16473	D	RT @LANURSE1: Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot @KLSouth http://t.co/P&#8230;	Y	Y	Y	N	offSlur
D-16794	D	RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;	Y	Y	Y	N	offSlur
D-17407	D	RT @StLNetworkGuru: Write in Christine LaPorta for #MOSen #Ferguson She represents all    ChappelleNadal refer to whites as crackers &amp; KKK ht&#8230;	Y	Y	N	N	offSlur
D-17427	D	RT @RaqiThunda: The trick of reality tv is making tacky bitches seem classy &amp; badgering real women with real ethic into submission. It's a &#8230;	Y	Y	N	N	offSlur
D-18367	D	RT @VaTxn: Illegal alien is not a race. It's a crime. @MuchoMacho @McDonalds @jeandeaux1776 @cspanwj #wetbacks http://t.co/pf2YpelyOP	Y	Y	N	N	offSlur
D-19232	D	RT @cuposyrup: What females do on twitter: 1. Brag bout loyalty 2. Call other females hoes 3. Song lyrics 4. Complain bout cramps 5. Twee…	Y	Y	Y	N	offSlur
D-19439	D	@frankthetank215: There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball	Y	Y	N	Y	offSlur
D-19778	D	RT @jeremiahKOEking: Not every female is a TROPHY some of y'all hoes are just Certificates of Completion!	Y	Y	Y	N	offSlur
D-20623	D	@thinksarcasm: My music taste goes from ghetto black girl to depressed white girl.	Y	Y	N	N	offSlur
D-21120	D	Seem like da colored folk be gettin in da way lately. I just sayin	Y	Y	N	N	offSlur
WH-22220	WH	These girls eyebrows make them look like 2$ hoes walking down FIB	Y	Y	N	N	offSlur
D-23188	D	When it rains it's good "go to the mall weather" all the coons be at home	Y	Y	N	N	offSlur
D-23204	D	"When people really think I'm Asian I get offended, Even though I make fun of my gook self"	Y	Y	N	N	offSlur
D-23325	D	Why are #teabaggers so interested in saving people who are Muslim? Does Syria have oil? #morningjoe	Y	Y	N	N	offSlur
D-24218	D	coons	Y	Y	N	N	offSlur
D-25063	D	Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War	Y	Y	N	N	offSlur
M-103a	M	"the gays" seriously? Good work on the labels. Surprisingly from one of "the negros" NIX ALL LABELS	Y	Y	Y	N	offSlur
D-1266	D	&#8220;@EdgarGuillenjr: Lol good now I got them nasty rednecks off my back I can take care of business&#8221; @BlakeAnderson21 @Dalton_ryann he serious	Y	Y	Y	N	offSlur
D-3488	D	@Hovaa_ ok wat ever u say whitey. u prolly never even seen shaft.	Y	Y	Y	N	offSlur
D-5913	D	@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame "whitey"	Y	Y	Y	N	offSlur
D-90	D	"@CB_Baby24: @white_thunduh alsarabsss" hes a beaner smh you can tell hes a mexican	Y	Y	N	N	offSlur
D-186	D	"@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR" This is why there's black people and niggers	Y	Y	N	N	offSlur
D-204	D	"@NoChillPaz: "At least I'm not a nigger" http://t.co/RGJa7CfoiT"    Lmfao	Y	Y	N	N	offSlur
D-263	D	"@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc" Halloween was yesterday stupid nigger	Y	Y	N	N	offSlur
M-402	M	Black poors, foreign poors, abused poors, female poors, gay poors, but don't be a tranny poor. They don't rate yet. (sick, isn't it?)	Y	Y	Y	N	offSlur
D-424	D	"A NO BRAINER"  But as soon as this bitch gets rich in political power, her views will change!  POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;	Y	Y	N	N	offSlur
D-466	D	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	Y	Y	N	N	offSlur
D-528	D	"Let's kill cracker babies!". WTF did I just hear???????? WOW.	Y	Y	N	N	offSlur
D-535a	D	"My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife" &#128563;	Y	Y	N	N	offSlur
D-549	D	"Our people". Now is the time for the Aryan race 2 stand up and say "no more". Before the mongerls turn the world into a ghetto slum. 1488	Y	Y	Y	Y	offSlur
D-574	D	"These sour apple bitter bitches, I'm not fuckin wit em"	Y	Y	N	N	offSlur
D-591	D	"We hate niggers, we hate faggots and we hate spics"-kkk rally	Y	Y	N	Y	offSlur
D-597	D	"Who the fuck you callin jiggaboo, nigga?!"	Y	Y	N	N	offSlur
D-617	D	"""You can take someone out of the ghetto, but you can't take the ghetto out of them. ""	Y	Y	N	N	offSlur
D-618	D	"""You don't like us colored folks, what the he'll you're not colored you white fucks""	Y	Y	Y	N	offSlur
D-619	D	"""You don't like us colored folks, what the he'll you're not colored you white fucks"	Y	Y	N	N	offSlur
D-624	D	"You ol trout mouth ass bitch"   DEEEEAAAADD	Y	Y	N	N	offSlur
D-626	D	"""You took our land so you could make each other retarded in DIAPERS? Sure....use our image....cool.... "" #redskins #NFL #concussion #jokes"	Y	Y	N	N	offSlur
M-638	M	Artificial wombs, would be better than having to put up with some bitchy uncaring contemporary female﻿	Y	Y	Y	N	offSlur
M-655	M	It was, is, and always will be about female superiority…that most females are oblivious to understanding…and some dumb-ass, traitorous males out there are handing it over!	Y	Y	Y	N	offSlur
M-669	M	But I digress, back to you weak ass females, you had a good man, but you treated him like shit. you cheated on him, you neglected him, you isolated him, you used him, you abused him mentally,	Y	Y	Y	N	offSlur
D-691	D	#Bout2GoCrazy #AintNoLevelz2DisShit hungrier then a phat ho on a diet IG http://t.co/nzuBUC2QpR	Y	Y	N	N	offSlur
D-693	D	#California is full of white trash	Y	Y	N	N	offSlur
D-704	D	#DegenerateArtist Can't do it ALL on CARD> I'm not a French Muslim retard> I don't expect or demand a child bride yard, cuz I got MAN DICK>	Y	Y	N	N	offSlur
D-710	D	#Dutch farmers are white trash.	Y	Y	N	N	offSlur
D-711	D	#Dutch people who live outside of #NewYorkCity are all white trash.	Y	Y	N	N	offSlur
D-742	D	#Iowa is full of white trash	Y	Y	N	N	offSlur
D-744	D	#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;	Y	Y	N	N	offSlur
D-745	D	#KanyeShrug lol &#8220;@ShainaRakia: Thots be like &#128073; RT @SMCo71: @ShainaRakia only great thing these bitches can offer &#128514;&#128514;&#128514;&#8221;	Y	Y	N	N	offSlur
D-750	D	#Minnesota is full of white trash	Y	Y	N	N	offSlur
D-754	D	#NationalCatDay ...sure. Celebrate over 1 BILLION bird deaths and blame it on #climatechange you fuckin' #commies.	Y	Y	N	N	offSlur
D-755	D	#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers	Y	Y	N	N	offSlur
D-791	D	#SouthCarolina is full of white trash	Y	Y	N	N	offSlur
D-807	D	#TrayvonMartin referred to Zimmerman as a "creepy ass cracker". Racist thug.	Y	Y	N	N	offSlur
D-808	D	#TweetLikePontiacHolmes&#160;  I do the Pontiac sprinkler...    Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga	Y	Y	N	N	offSlur
D-850	D	#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as "unique indiviuals" for they are #cancer&gt;	Y	Y	N	N	offSlur
D-851	D	#firefighter is a job for white trash	Y	Y	N	N	offSlur
D-988	D	&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;	Y	Y	N	N	offSlur
M-1020	M	"But WHAT IF you FEEL what you are doing isn't illegal...you Islamoxenohomophobic piece of shit omg..."	Y	Y	N	N	offSlur
D-1027	D	&#128514;&#128514;&#128514;RT @LiViBADD88: cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches	Y	Y	N	N	offSlur
D-1036	D	I can't believe these ghetto fucks left this little kid next to me. </s><s> He's now playing with fucking everything. </s><s> Odds of his survival? </s><s> Minimal	Y	Y	N	N	offSlur
D-1045	D	&#128530;RT @SedSince81: niggers RT @VonshayeB Before any moves are made... my black ass must take a nap!	Y	Y	N	N	offSlur
D-1052	D	&#128553; monkey mad	Y	Y	N	N	offSlur
D-1054	D	I don't like that bitch.	Y	Y	N	N	offSlur
D-1074	D	&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;	Y	Y	N	Y	offSlur
D-1121	D	&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;	Y	Y	N	N	offSlur
D-1160	D	&#8220;@BeenSlimm: Too many "lil niggas" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes	Y	Y	N	N	offSlur
D-1167	D	&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or "bi"	Y	Y	N	N	offSlur
D-1205	D	&#8220;@Chrissy_Cindy: "WAKA TAMMY JUST GOT HER ASS BEAT"... http://t.co/9in5IysnpI&#8221; Ctfu how Niggas be they don't ever have they bitch back &#128514;&#128514;	Y	Y	N	N	offSlur
D-1220	D	&#8220;@CodeineQueeeen: I'm tired of her corny vines, ugly faces, and stupid voices my nigga http://t.co/mstruehtDj&#8221;niggah she's sexy &#128561;	Y	Y	N	N	offSlur
D-1253	D	&#8220;@Ditto_Guwop: All these hoes been passed around to a Cleveland niggah&#8221;	Y	Y	N	N	offSlur
D-1278	D	&#8220;@Fly_Air_Walker: Everybody entitled to they own opinion tho.&#8221; Not that bitch she need to shut up	Y	Y	N	N	offSlur
D-1281	D	&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha	Y	Y	N	N	offSlur
D-1288	D	&#8220;@FunnyPicsDepot: "fucking white people" http://t.co/uyjGzuX4Cc&#8221; bitch wut?	Y	Y	N	N	offSlur
D-1371	D	&#8220;@JoeBudden: The bad bitches are only bad until they start talking anyway.&#8221; He Preaching	Y	Y	N	N	offSlur
D-1423	D	&#8220;@MILF_chronicles: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.	Y	Y	N	N	offSlur
D-1442	D	&#8220;@Maxwell_Larsen: When you live this gay, you can't be afraid of two black dicks in your butt" you fucking queer	Y	Y	N	N	offSlur
D-1448	D	&#8220;@MikeyPDaCav5: I love the song "John Doe" #dope&#8221; @MirandaWigley @edenbaby101 faggots	Y	Y	N	N	offSlur
D-1461	D	&#8220;@My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot	Y	Y	N	N	offSlur
D-1466	D	&#8220;@Nelly_Flexin: Y'all bitches switch a roo niggas !!!&#8221;&#128064;&#128064; who the hell	Y	Y	N	N	offSlur
D-1467	D	&#8220;@NiHao_Rocky Who is she? RT @DrTruth247: Y'all hype that bread loaf chick up but I'm a chill&#8221; a dyke rapper	Y	Y	N	N	offSlur
D-1468	D	&#8220;@NiggaImTatted: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga	Y	Y	N	N	offSlur
D-1474	D	&#8220;@NoChillPaz: White kids favorite activities  1. Calling people "niggers" on Xbox  2.fucking their pet  3. Shooting up their school&#8221;	Y	Y	N	Y	offSlur
D-1508	D	&#8220;@RamzyJay: I try to keep all my bitches on lay away&#8221; same way I feel	Y	Y	N	N	offSlur
D-1554	D	&#8220;@SimplyHype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE	Y	Y	N	N	offSlur
D-1576	D	&#8220;@TP_Three: @WestSideFlee @KekePalmer damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221;    Fall back nigga &#128299;.. I don't share my hoes	Y	Y	N	N	offSlur
D-1668	D	&#8220;@_BitchBUH: Shoot that nigga and his shorty bitch &#128299;&#128514;&#8221; &#8252;&#65039;&#8252;&#65039;	Y	Y	N	N	offSlur
D-1702	D	&#8220;@__marshe: Niggas is hoes man I swear&#8221;	Y	Y	N	N	offSlur
D-1715	D	&#8220;@_honeysays: My phone charging backwards &#128533;&#8221; retarded	Y	Y	N	N	offSlur
D-1736	D	&#8220;@badnradbrad: @whattheflocka @MorbidMermaid sydneys my favorite&#8221; she's a nigger but I love her	Y	Y	N	N	offSlur
D-1743	D	&#8220;@boojieque: &#128514;&#128169;RT @WebbMadeThis: Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos	Y	Y	N	N	offSlur
D-1766	D	&#8220;@concretesledge_: Gwyneth Paltrow you ugly ass big bird looking bitch, shut the fuck up.&#8221; &lt;&lt;That's pretty much IN YOUR FACE!  Bravo!	Y	Y	N	N	offSlur
D-1782	D	&#8220;@dnumberbefore2: &#8220;@Vice504fly: @dnumberbefore2 u a regular nig, u played out b&#8221; lol ima b Ig famous&#8221;these days that counts for somethin	Y	Y	N	N	offSlur
D-1826	D	&#8220;@iamkrause: No need to thank me, killing niggers is it's own reward.&#8221;     Dis my pal from our graduation when we was 26	Y	Y	N	N	offSlur
