COLDID	Annotator	OriginalID	Text	Q1	Q2	Q3	Q4
1246	E	D-6824	"@markoketchuck the black girl is lighter than every other bitch on here! y'all needa stop playin, fuckin up darkskin girls' body image"	Y	N	N	N
1246	F	D-6824	"@markoketchuck the black girl is lighter than every other bitch on here! y'all needa stop playin, fuckin up darkskin girls' body image"	N	Y	N	N
1247	A	D-6826	@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.	Y	Y	Y	N
1247	B	D-6826	@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.	Y	Y	N	N
1247	C	D-6826	@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.	Y	Y	N	N
1248	D	D-6827	@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy	Y	Y	N	N
1248	D	D-6827	@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy	Y	Y	N	N
1248	E	D-6827	@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy	Y	Y	N	N
1248	F	D-6827	@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy	Y	Y	N	N
1249	A	D-6832	@mayarsharkawi Fake pics http://t.co/jtwUu9CYSr get off my TL, u r dismissed muzzie. @Darknight420 @JewJitsuGrl @Begbie_1 @efilnikcufecin7	Y	Y	Y	N
1249	B	D-6832	@mayarsharkawi Fake pics http://t.co/jtwUu9CYSr get off my TL, u r dismissed muzzie. @Darknight420 @JewJitsuGrl @Begbie_1 @efilnikcufecin7	N	Y	N	N
1249	D	D-6832	@mayarsharkawi Fake pics http://t.co/jtwUu9CYSr get off my TL, u r dismissed muzzie. @Darknight420 @JewJitsuGrl @Begbie_1 @efilnikcufecin7	Y	Y	N	N
1250	A	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us	Y	Y	Y	Y
1250	B	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us	Y	N	N	N
1250	D	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us	Y	N	N	Y
1250	A	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	N	Y	Y
1250	B	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	N	N	Y
1250	C	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	N	Y	Y
1250	C	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	N	Y	Y
1250	D	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	N	N	Y
1250	D	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	N	N	Y
1250	E	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	N	N	Y
1250	E	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	N	N	Y
1250	E	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	N	N	N
1250	F	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	Y	N	Y
1250	F	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	Y	N	Y
1250	F	D-6835	@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.	Y	Y	N	Y
1251	B	D-6838	mcclearyb0y other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now	N	Y	N	N
1251	D	D-6838	mcclearyb0y other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now	Y	N	N	N
1251	F	D-6838	mcclearyb0y other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now	N	N	N	N
1252	B	D-6840	@mckinley719 @UberFacts Mmm no thanks I've been saving mine up for this point in time....fucking queer....	Y	Y	N	N
1252	F	D-6840	@mckinley719 @UberFacts Mmm no thanks I've been saving mine up for this point in time....fucking queer....	Y	Y	N	N
1252	D	D-6840	@mckinley719 @UberFacts Mmm no thanks I've been saving mine up for this point in time....fucking queer....	Y	Y	N	N
1253	D	D-6884	@miranda_mills okay, let's fight you ginger faggot	Y	Y	N	N
1253	E	D-6884	@miranda_mills okay, let's fight you ginger faggot	Y	Y	N	N
1253	F	D-6884	@miranda_mills okay, let's fight you ginger faggot	Y	Y	N	N
1254	C	D-6894	mlvassallo Oh really? fags are gross You aids infected sick fuckers	Y	Y	N	N
1254	E	D-6894	mlvassallo Oh really? fags are gross You aids infected sick fuckers	Y	Y	N	N
1254	F	D-6894	mlvassallo Oh really? fags are gross You aids infected sick fuckers	Y	Y	N	Y
1255	A	D-6895	mmyar It's dumb cunts like you that make me sad to have served in a war so you wouldn't have to.	Y	Y	Y	N
1255	C	D-6895	mmyar It's dumb cunts like you that make me sad to have served in a war so you wouldn't have to.	Y	Y	N	N
1255	D	D-6895	mmyar It's dumb cunts like you that make me sad to have served in a war so you wouldn't have to.	Y	Y	N	N
1256	A	D-6971	@noturavurage You can roll? And what you got to eat? Barter system my nig!	N	Y	Y	N
1256	B	D-6971	@noturavurage You can roll? And what you got to eat? Barter system my nig!	N	Y	N	N
1256	C	D-6971	@noturavurage You can roll? And what you got to eat? Barter system my nig!	N	Y	N	N
1257	B	D-6991	@onIinebaby I knew you were a faggot though	Y	Y	N	N
1257	F	D-6991	@onIinebaby I knew you were a faggot though	Y	Y	N	N
1257	D	D-6991	@onIinebaby I knew you were a faggot though	Y	Y	N	N
1258	C	D-7016	@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them	N	N	N	N
1258	E	D-7016	@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them	N	N	N	N
1258	F	D-7016	@petehelm yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them	N	N	N	N
1259	B	D-7021	@pharary04 stop being a bitch and speaking on my name little girl , thank you.	Y	Y	N	N
1259	C	D-7021	@pharary04 stop being a bitch and speaking on my name little girl , thank you.	Y	Y	N	N
1259	F	D-7021	@pharary04 stop being a bitch and speaking on my name little girl , thank you.	Y	Y	N	N
1260	A	D-7026	@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed	Y	Y	Y	N
1260	B	D-7026	@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed	Y	Y	Y	N
1260	C	D-7026	@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed	Y	Y	N	N
1261	A	D-7035	"@ploppy74 And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains"	Y	Y	Y	N
1261	C	D-7035	"@ploppy74 And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains"	N	Y	N	N
1261	D	D-7035	"@ploppy74 And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains"	Y	Y	N	N
1262	A	D-7044	@pombuenaa I'm surprised you could read it with slits for eyes	Y	Y	N	Y
1262	B	D-7044	@pombuenaa I'm surprised you could read it with slits for eyes	Y	Y	N	Y
1262	D	D-7044	@pombuenaa I'm surprised you could read it with slits for eyes	Y	N	N	Y
1263	A	D-7055	@pricelessxxx u good man long time my niggah	N	Y	Y	N
1263	B	D-7055	@pricelessxxx u good man long time my niggah	N	Y	N	N
1263	C	D-7055	@pricelessxxx u good man long time my niggah	N	Y	N	N
1264	D	D-7067	"@pubsubs @Adessences @tzanchan86 btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto	N	N	N	N
1264	E	D-7067	"@pubsubs @Adessences @tzanchan86 btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto	N	N	N	N
1264	F	D-7067	"@pubsubs @Adessences @tzanchan86 btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto	N	N	N	N
1265	A	D-7102	@red_daddy17 @lilJohn_Fnv9 and dis wus after i offered to help faggot ass nigga get custody of his kids.... Im lowkey heated..	Y	Y	Y	N
1265	B	D-7102	@red_daddy17 @lilJohn_Fnv9 and dis wus after i offered to help faggot ass nigga get custody of his kids.... Im lowkey heated..	Y	Y	N	N
1265	D	D-7102	@red_daddy17 @lilJohn_Fnv9 and dis wus after i offered to help faggot ass nigga get custody of his kids.... Im lowkey heated..	Y	Y	N	N
1266	A	D-7103	@red_daddy17 @lilJohn_Fnv9 man fck dat tranny.... Juwanna man ass nigga....	Y	Y	Y	N
1266	B	D-7103	@red_daddy17 @lilJohn_Fnv9 man fck dat tranny.... Juwanna man ass nigga....	Y	Y	N	N
1266	D	D-7103	@red_daddy17 @lilJohn_Fnv9 man fck dat tranny.... Juwanna man ass nigga....	Y	Y	N	N
1267	B	D-7111	@reneeXOmarie yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full	Y	N	Y	N
1267	C	D-7111	@reneeXOmarie yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full	Y	Y	Y	N
1267	F	D-7111	@reneeXOmarie yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full	Y	N	Y	N
1268	A	D-7113	@reptar_ray nigglet send me the pictures	Y	Y	Y	N
1268	D	D-7113	@reptar_ray nigglet send me the pictures	Y	Y	N	N
1268	E	D-7113	@reptar_ray nigglet send me the pictures	N	Y	N	N
1269	A	D-7124	@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?	Y	Y	Y	N
1269	D	D-7124	@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?	Y	Y	N	N
1269	E	D-7124	@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?	Y	Y	N	N
1270	B	D-7239	@skrabah Don't my nigga me honkie	Y	Y	N	N
1270	E	D-7239	@skrabah Don't my nigga me honkie	Y	Y	N	N
1270	F	D-7239	@skrabah Don't my nigga me honkie	Y	Y	N	N
1271	A	D-7241	@skyereyes_ @keanabermudez YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!! &#128514;&#128553;&#128514;&#128553;&#128128; I love my bitches &#128111;&#128111;&#128109; #squaaaaad &#128514;&#128553;&#128514;&#128128;	N	Y	Y	N
1271	C	D-7241	@skyereyes_ @keanabermudez YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!! &#128514;&#128553;&#128514;&#128553;&#128128; I love my bitches &#128111;&#128111;&#128109; #squaaaaad &#128514;&#128553;&#128514;&#128128;	N	Y	N	N
1271	E	D-7241	@skyereyes_ @keanabermudez YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!! &#128514;&#128553;&#128514;&#128553;&#128128; I love my bitches &#128111;&#128111;&#128109; #squaaaaad &#128514;&#128553;&#128514;&#128128;	N	Y	N	N
1272	B	D-7256	@snoopaintlion @TreyzUpZay @DattBoiIraq @Eaaaazzzz Lmao nigga yo avi so trash my phone won't even load that shit	N	Y	N	N
1272	F	D-7256	@snoopaintlion @TreyzUpZay @DattBoiIraq @Eaaaazzzz Lmao nigga yo avi so trash my phone won't even load that shit	Y	Y	N	N
1272	D	D-7256	@snoopaintlion @TreyzUpZay @DattBoiIraq @Eaaaazzzz Lmao nigga yo avi so trash my phone won't even load that shit	N	Y	N	N
1273	A	D-7304	@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.	Y	N	Y	N
1273	C	D-7304	@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.	Y	N	N	N
1273	E	D-7304	@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.	N	N	N	N
1274	A	D-7340	"@terrorwatchusa .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". # liberals #democrats"	Y	Y	Y	N
1274	C	D-7340	"@terrorwatchusa .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". # liberals #democrats"	Y	N	N	N
1274	D	D-7340	"@terrorwatchusa .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". # liberals #democrats"	Y	Y	N	Y
1275	B	D-7363	@thereal_4 yeah lil nigga I was homecoming king and still been getting bad bitches as u see &#9996;&#65039;	N	Y	N	N
1275	C	D-7363	@thereal_4 yeah lil nigga I was homecoming king and still been getting bad bitches as u see &#9996;&#65039;	N	Y	N	N
1275	F	D-7363	@thereal_4 yeah lil nigga I was homecoming king and still been getting bad bitches as u see &#9996;&#65039;	Y	Y	N	N
1276	A	D-7364	@thereal_EMandM I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn	N	N	N	N
1276	C	D-7364	@thereal_EMandM I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn	N	N	N	N
1276	D	D-7364	@thereal_EMandM I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn	N	N	N	N
1277	A	D-7392	@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;	N	Y	Y	N
1277	B	D-7392	@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;	Y	Y	N	N
1277	C	D-7392	@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;	Y	Y	N	N
1278	A	D-7395	@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.	N	Y	N	N
1278	B	D-7395	@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.	N	Y	N	N
1278	D	D-7395	@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.	N	Y	N	N
1279	A	D-7406	@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line	Y	Y	Y	N
1279	D	D-7406	@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line	Y	Y	N	N
1279	E	D-7406	@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line	Y	Y	N	N
1280	B	D-7416	@truuueee_ that bitch done.. have it to u on Sunday my nigga	N	Y	N	N
1280	F	D-7416	@truuueee_ that bitch done.. have it to u on Sunday my nigga	Y	Y	N	N
1280	D	D-7416	@truuueee_ that bitch done.. have it to u on Sunday my nigga	N	Y	N	N
1281	B	D-7425	@twaynesback well I already got some lol but I'm bout to hop in the shower and eat something real quick then I'll be on my way nig	N	Y	N	N
1281	E	D-7425	@twaynesback well I already got some lol but I'm bout to hop in the shower and eat something real quick then I'll be on my way nig	N	Y	N	N
1281	F	D-7425	@twaynesback well I already got some lol but I'm bout to hop in the shower and eat something real quick then I'll be on my way nig	Y	Y	N	N
1282	A	D-7442	@urbasicyabish @Mikeaveli fucking faggot	Y	Y	Y	N
1282	C	D-7442	@urbasicyabish @Mikeaveli fucking faggot	Y	Y	N	N
1282	E	D-7442	@urbasicyabish @Mikeaveli fucking faggot	Y	Y	N	N
1283	A	D-7474	@w1LLiam_ bruh we was my fam, nd yeah pussy niggas get no respect.	N	Y	Y	N
1283	B	D-7474	@w1LLiam_ bruh we was my fam, nd yeah pussy niggas get no respect.	Y	Y	N	N
1283	D	D-7474	@w1LLiam_ bruh we was my fam, nd yeah pussy niggas get no respect.	Y	Y	N	N
1284	C	D-7479	@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo	Y	Y	Y	N
1284	E	D-7479	@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo	Y	Y	N	N
1284	F	D-7479	@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo	Y	Y	N	N
1285	A	D-7492	@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u	Y	Y	Y	Y
1285	D	D-7492	@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u	Y	Y	N	Y
1285	E	D-7492	@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u	Y	N	N	N
1285	A	D-7492	y dont u end us monkeys then? U hate us because were better than crackers & I love it. Deep down u know weve done nothin 2 u	Y	Y	Y	N
1285	C	D-7492	y dont u end us monkeys then? U hate us because were better than crackers & I love it. Deep down u know weve done nothin 2 u	Y	Y	N	N
1285	D	D-7492	y dont u end us monkeys then? U hate us because were better than crackers & I love it. Deep down u know weve done nothin 2 u	Y	Y	N	Y
1286	A	D-7499	@whoelsebutkey you just a dark ie my nig.. It's ok..	Y	Y	Y	N
1286	B	D-7499	@whoelsebutkey you just a dark ie my nig.. It's ok..	Y	Y	N	N
1286	D	D-7499	@whoelsebutkey you just a dark ie my nig.. It's ok..	N	Y	N	N
1287	A	D-7500	@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger	Y	Y	Y	N
1287	D	D-7500	@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger	Y	Y	N	N
1287	E	D-7500	@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger	Y	Y	N	N
1288	A	D-7545	@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.	Y	Y	Y	N
1288	C	D-7545	@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.	Y	Y	N	N
1288	E	D-7545	@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.	Y	Y	N	N
1289	D	D-7603	RT @zfunk007 I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes	Y	Y	N	N
1289	E	D-7603	RT @zfunk007 I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes	N	N	N	N
1289	F	D-7603	RT @zfunk007 I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes	Y	Y	N	N
1290	B	D-7606	@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left	Y	N	N	N
1290	E	D-7606	@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left	N	N	N	N
1290	F	D-7606	@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left	N	N	N	N
1291	B	D-7643	A guy claiming to be Republican called C-Span news and said "Republicans hate that nigger Obama" https://t.co/XZe0u7guZM	N	Y	N	N
1291	E	D-7643	A guy claiming to be Republican called C-Span news and said "Republicans hate that nigger Obama" https://t.co/XZe0u7guZM	N	Y	N	N
1291	F	D-7643	A guy claiming to be Republican called C-Span news and said "Republicans hate that nigger Obama" https://t.co/XZe0u7guZM	Y	Y	N	N
1292	A	D-7698	Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.	N	Y	Y	N
1292	B	D-7698	Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.	N	Y	N	N
1292	C	D-7698	Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.	N	Y	N	N
1292	D	D-7698	Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.	N	Y	N	N
1292	E	D-7698	Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.	N	Y	N	N
1292	F	D-7698	Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.	Y	Y	N	N
1293	A	D-7735	Ain't like them guys who wine and dine to keep they women.. My bitches only want two things, that's to get high and kick it	N	Y	Y	Y
1293	B	D-7735	Ain't like them guys who wine and dine to keep they women.. My bitches only want two things, that's to get high and kick it	N	Y	N	N
1293	C	D-7735	Ain't like them guys who wine and dine to keep they women.. My bitches only want two things, that's to get high and kick it	N	Y	N	Y
1294	B	D-7760	Aint nobody wearing those new Westbrook "Jordan's" but Mexicans &amp; trailer park trash white girls.	Y	N	Y	N
1294	F	D-7760	Aint nobody wearing those new Westbrook "Jordan's" but Mexicans &amp; trailer park trash white girls.	Y	N	Y	Y
1294	D	D-7760	Aint nobody wearing those new Westbrook "Jordan's" but Mexicans &amp; trailer park trash white girls.	Y	N	Y	N
1295	D	D-7798	All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.	N	N	N	Y
1295	E	D-7798	All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.	N	N	Y	N
1295	F	D-7798	All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.	Y	Y	N	Y
1296	D	D-7806	All my bitches love me, all my all my bitches love me, all my bitches love me. You ain't fuckin with my dougie &#128129; @vivaalakatyy	N	Y	N	N
1296	D	D-7806	All my bitches love me, all my all my bitches love me, all my bitches love me. You ain't fuckin with my dougie &#128129; @vivaalakatyy	N	Y	N	N
1296	E	D-7806	All my bitches love me, all my all my bitches love me, all my bitches love me. You ain't fuckin with my dougie &#128129; @vivaalakatyy	N	Y	N	N
1296	F	D-7806	All my bitches love me, all my all my bitches love me, all my bitches love me. You ain't fuckin with my dougie &#128129; @vivaalakatyy	Y	Y	N	N
1297	A	D-7819	All of my bitches know they temporary	Y	Y	Y	N
1297	B	D-7819	All of my bitches know they temporary	N	Y	N	N
1297	C	D-7819	All of my bitches know they temporary	Y	Y	N	N
1297	D	D-7819	All of my bitches know they temporary	N	Y	N	N
1297	E	D-7819	All of my bitches know they temporary	Y	Y	N	N
1297	F	D-7819	All of my bitches know they temporary	Y	Y	N	N
1298	B	D-7820	All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET	N	Y	N	N
1298	E	D-7820	All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET	N	Y	N	N
1298	F	D-7820	All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET	N	Y	N	N
1299	A	D-7825	All the bad bitches are in the gym between 9-1 u know why they ain't got no job	Y	Y	Y	N
1299	B	D-7825	All the bad bitches are in the gym between 9-1 u know why they ain't got no job	N	Y	N	N
1299	C	D-7825	All the bad bitches are in the gym between 9-1 u know why they ain't got no job	Y	Y	N	N
1300	B	D-7826	All the bad bitches think they ugly and all the roach bitches think they bad-_-	N	Y	N	N
1300	C	D-7826	All the bad bitches think they ugly and all the roach bitches think they bad-_-	Y	Y	Y	N
1300	F	D-7826	All the bad bitches think they ugly and all the roach bitches think they bad-_-	Y	Y	N	N
1301	B	D-7878	All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel	Y	Y	N	N
1301	D	D-7878	All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel	Y	Y	N	Y
1301	F	D-7878	All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel	Y	Y	N	N
1302	A	D-7879	All you ofay got left is da Oscars.  Better Enjoy dat before us colored folk get dat too!	Y	Y	Y	N
1302	C	D-7879	All you ofay got left is da Oscars. Better Enjoy dat before us colored folk get dat too!	N	Y	Y	N
1302	D	D-7879	All you ofay got left is da Oscars. Better Enjoy dat before us colored folk get dat too!	N	Y	N	N
1303	D	D-7890	RT @SwayHasAnswers: Twerking is ghetto until White people do it. Hip Hop culture is violent & dangerous until they want to profit of it. ht.	N	N	N	Y
1303	E	D-7890	RT @SwayHasAnswers: Twerking is ghetto until White people do it. Hip Hop culture is violent & dangerous until they want to profit of it. ht.	N	N	N	Y
1303	F	D-7890	RT @SwayHasAnswers: Twerking is ghetto until White people do it. Hip Hop culture is violent & dangerous until they want to profit of it. ht.	N	N	N	N
1304	A	D-7905	Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.	N	N	N	N
1304	B	D-7905	Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.	Y	N	N	Y
1304	C	D-7905	Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.	N	N	N	N
1304	D	D-7905	Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.	N	N	N	N
1304	E	D-7905	Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.	Y	N	N	Y
1304	F	D-7905	Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.	Y	N	Y	Y
1305	A	D-7906	Always a good sesh wit my niggah blakk	N	Y	Y	N
1305	B	D-7906	Always a good sesh wit my niggah blakk	N	Y	N	N
1305	C	D-7906	Always a good sesh wit my niggah blakk	N	Y	N	N
1306	B	D-7921	Amber Rose is one of those bad bitches who "only get along with dudes"	Y	Y	N	N
1306	D	D-7921	Amber Rose is one of those bad bitches who "only get along with dudes"	N	Y	N	Y
1306	F	D-7921	Amber Rose is one of those bad bitches who "only get along with dudes"	Y	Y	N	Y
1307	A	D-7929	An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!	N	Y	N	N
1307	B	D-7929	An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!	N	N	N	N
1307	C	D-7929	An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!	N	Y	Y	N
1307	D	D-7929	An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!	N	Y	N	N
1307	E	D-7929	An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!	N	N	N	N
1307	F	D-7929	An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!	N	Y	N	N
1308	A	D-7971	And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay	N	Y	Y	N
1308	B	D-7971	And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay	N	Y	N	N
1308	C	D-7971	And remember---always be the person you're born to be. You don't have to be queer to take something from that message. #NationalComingOutDay	N	Y	Y	N
1309	A	D-8011	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	Y	Y	Y	N
1309	A	D-8011	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	Y	Y	Y	N
1309	B	D-8011	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	Y	Y	N	N
1309	C	D-8011	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	N	N	N	N
1309	C	D-8011	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	N	N	N	N
1309	C	D-8011	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	N	N	N	N
